Author;Date;Reaction;Comment
driss;الأربعاء 13 دجنبر 2023 - 15:46;-1;لقد تبين أنا شجع الاساتدة لن ينتهي .. اتمنى أن تدخل الدولة إرجاع هيبتها وإدخال السجن كل من تسول له نفسه العبث بتعليم ومستقبل أبناء الشعب.
مراسل صحافي;الأربعاء 13 دجنبر 2023 - 15:48;-3;"للتذكير فقط
السنة المقبلة هناك إفساد نظام التقاعد، وسوف تكون فيه اقتطاعات مهمة من 250 إلى 1000 درهم، وكذلك إفساد صندوق كنوبس، وغالبا بدوره سوف تصل من 150 إلى 500 درهم، إذن، هذه الزيادة البخسة سوف تسترجعها الدولة بطريقة غير مباشرة.
حتى زيادة 3000 درهم لن تكون غير مجدية"
must;الأربعاء 13 دجنبر 2023 - 15:50;2;السبب واضح فالحكومة تفاوضت مع نقابات لا تمثل الا نفسها وليس لها اي تأثير على قرارات الشغيلة التعليمية و أخيرا اسدركت خطأها وطالبت بعقد جلسة حوار مع نقابة fne التي لها ارتباط بالتنسيقيات نتمنى ان يتم التوصل إلى حل يرضي الجميع.
خالد;الأربعاء 13 دجنبر 2023 - 15:52;0;يجب متابعة هؤلاء الاشخاص من طرف النيابة العامة و معاقبتهم على التحريض و العصيان و الاضرار بسير المرفق العام و فصل كل من رفض الالتحاق بالعمل
عبدالله;الأربعاء 13 دجنبر 2023 - 15:53;1;"لو طلبت حماس التطوع لتدريس أطفال مخيمات اللاجئين بدون مقابل سيقبل بعضهم العرض
دير الخدمة بعدا مع الدراري المغاربة و لهدا نقول
بني مسكين قبل فلسطين"
يجب اخراج قانون النقابات وقانون الإضراب;الأربعاء 13 دجنبر 2023 - 15:59;6;"الحل هو تسوية الملفات وإخراج قانوني النقابات والاضراب.ووضع حد لهاته الفوضى .وتطبيق القوانين الإدارية والتشريع التربوي .كفى … أنهم ليسوا متعاقدين بل متقاعسين .يكفي انهم مددوا العطلة الصيفية في الساعات الإضافية والعمل في التعليم الخصوصي والاسفار .والغريب أنهم يتوجهون في اخر الشهر لسحب رواتبهم التي هي من أموال دافعي الضرائب الذين هم الاباء .شكرا على وطنيتكم وغيرتكم
على أبناء الوطن ."
Mohamed;الأربعاء 13 دجنبر 2023 - 16:02;2;La première victime de ce bras de fer entre le gouvernement et les profs se sont nos élèves sûrement on va vers une année blanche les profs doivent assumer leur responsabilité
moncf;الأربعاء 13 دجنبر 2023 - 16:05;0;"ليس هذفكن إصلاح او الزيادة بل إبراز عضلات التنسيقية اتجاه الحكومة ولي الايدي
يدافع من جهات ربما ضد أشخاص او أحزاب او….."
متتبع;الأربعاء 13 دجنبر 2023 - 16:18;-1;الأساتذة لا يطلبون صدقة من الحكومة؛ بل يطالبون بحقهم لدينا اتفاقات، والحكومة مَدينة لنا بحقوقنا، حيث لم يتم تنفيذ اتفاق 26 أبريل 2011، الذي قالوا إنه كلف ميزانية كبيرة، لايعرف مصيرها، بعدد تولي بنكيران رئاسة الحكومة، وبالتالي وجب مساءلته عنها.
عبد الرحمان;الأربعاء 13 دجنبر 2023 - 17:00;1;"لتفادي سنة بيضاء، أعطت الحكومة سقف 15 يناير لتصويب ما يمكن تصويبه معولة على رجوع الأساتذة لاقسامهم، لأن تاريخ 15 يناير هو تاريخ مسك نقط المراقبة المستمرة للاسدوس الاول وهو كذلك تاريخ إجراء الامتحانين الموحدين المحليين بالابتدائي والاعدادي. وهذا يعني حصول التلاميذ على بيانات نقط الاسدوس الأول، وبدونها تكون السنة البيضاء قد أعلنت عن نفسها!
وهنا ماذا سيكون مءال التعليم الخصوصي؟ هل يجوز لثلاميذه إجراء الامتحانات الإقليمية والجهوية والوطنية؟
هذا يجرنا إلى تساؤل آخر. ما دام التعليم الخصوصي لا يتوفر على تغطية حاجياته من الأساتذة، ويلتجا إلى أساتذة التعليم العمومي، والذين هم في إضراب! ، هل الدراسة متوقفة بهذه المؤسسات، خصوصا فيما يتعلق بالثانوي التأهيلي؟"
متتبع;الأربعاء 13 دجنبر 2023 - 17:12;0;إلحاق قطاعي التعليم والصحة بالتجنيد الإجباري هو الحل للقضاء على التسيب والفوضى ورد الاعتبار للمصلحة العليا للمواطنين والبلاد
متابع;الأربعاء 13 دجنبر 2023 - 17:13;0;"تحية عالية لكل الأساتذة والأستاذات ومزيدا من الصمود والنضال.
مطالب شغيلة التعليم واضحة وهي السحب الكلي للنظام اللاأساسي وليس زيادات “البقشيش”.
غبي وساذج من ينتظر حلولا لمشاكل الفقراء من محكومة أصحاب الشكارة والتجار الذين يملكون مدارس خاصة ومعاهد خاصة في كل جهات ومدن المغرب.
المرجو نشر تعليقي يا جريدة هسبريس الموقرة."
نور;الأربعاء 13 دجنبر 2023 - 17:29;-1;الحل الوحيد والأخير، لتعنت الأساتذة، هو طرد جميع الأساتذة المتعاقدين، وتعويضهم باساتذة التعليم الحر.
ام غاضبة;الأربعاء 13 دجنبر 2023 - 17:41;-1;هاد وا تفششوا أكثر من اللازم حان الوقت باش الحكومة ترسل ليهم إنذارات ولمن لم يستجب للالتحاق بالقسم يجب طرده ، او هاد الشي بززززززززاف زادوا فيه الله بتاخد فيكم الحق ضيعتوا لينا ولادنا
Holland form;الأربعاء 13 دجنبر 2023 - 17:55;2;يجب اقتطاع 3اشهر من أجر رجال التعليم.لانهم لم يعملون هذه السنة ولو يوم واحد…الأجر مقابل العمل
محمد;الأربعاء 13 دجنبر 2023 - 17:55;-1;وباز عيقتو 25 dhs فاليوم معجباتكومش وبداية 2025 .تصبح 50 درهم فاليوم مالقها حتى عطاش.على زين القراية لي تتقريو ولادنا.إلا من رحم ربي وعندو حس بأبناء الشعب .اما الباقي كوبي كولي وهاك كتب فالسبورة.والله تاخصكم سنة بيضاء مع توقيف الأجرة.التلميذ ضيعتوه مافيها بأس يعاود العام
اب متضرر;الأربعاء 13 دجنبر 2023 - 18:21;4;"الوزارة تتحمل لوحدها المسؤولية.
3 اشهر من الاضراب ولا يوجد اقتطاع.
رجال التعليم فيهم الجوع ولو اعطتهم الدولة مال قارون سيقولون هل من مزيد. وكل ما اعطتهم الدولة سيطلبون المزيد
يريدون تخفيض ساعات العمل الى 12 ساعة بل ويريدون العمل يوم ونصف وذلك لتسهيل التفرغ للساعات الاضافية او الالتحاق بالتعليم الخاص.
يريدون تمديد العطلة الصيفية 4 اشهر.
سيطالبون بتمديد ساعات اليوم للتفرغ للسمسرة.
تقليص سن التقاعد الى 40 سنة .
المهم هذه الشردمة اذا نجحت في ابتزاز الحكومة فما عليها سوى قبول ابتزاز الجزائر وفرنسا.
اصبحت المدرسة العمومية تعطي الاجور بدون عمل. وعلى الدولة خصخصة التعليم العمومي وتحويل اجور هؤلاء السماسرة الى منح ليدرس ابناء الشعب في التعليم الخصوصي بالمجان.
على جميع الاباء من مهنيين وحرفيين عدم قضاء اغراض كل من ينتمي الى التعليم العمومي وسبهم."
استاذ متقاعد;الأربعاء 13 دجنبر 2023 - 18:37;3;كم استفزتني هذه الجملة “أننا نحترق وأننا نتوجع حسرة على فلذات أكبادنا” تبا لكم ايها المنافقون المسترزقون.
سعيد;الأربعاء 13 دجنبر 2023 - 19:19;-2;على الحكومة محاورة التنسيقيات و ليس النقابات التي فقدت شرعيتها، فهي لا تمثل سوى 3 في المئة من الشغيلة التعليمية.
ياسين;الأربعاء 13 دجنبر 2023 - 19:28;3;ما كاينش ملف مطلبي كاين ناس كتصفي حسابها مع الدولة للأسف.
لهلال الرباط;الأربعاء 13 دجنبر 2023 - 20:57;1;التنسيقيات اسم مختلق باياد ربما خارجية لنسف جهود الدولة على حساب بناتنا وابنائنا ، هذه تنسيقات العبث بكرامة المغاربة ، تنسيقيات لا اطار قانوني لها انهم ملرتزقة ومتواطئون مع فعاليات في التعليم العمومي ,حسبنا الله ونعم الوكيل ، اللهم أرنا فيهم برهانك يا رب .
عتيق من صفرو;الأربعاء 13 دجنبر 2023 - 22:36;2;"أنهم يحاولون استرجاع الاقتطاعات فقط.
على الوزارة ان تكون صارمة معهم.فقد بلغ السيل الزبى.
اما العمل واما الاقالة.
الشعب المغربي كله باستثناء رجال التعليم وعاءلاتهم يقفون ضد هده الابتزازات.
دمروا التلاميد الفقراء من أجل دريهمات معدودة وسيندمون حيث لا ينفع الندم.
نعم للاقتطاع
نعم لتطبيق القانون
نعم للدفاع عن التلاميد الفقراء وخير وسيلة للدفاع عنهم هو الاقتطاع من اجور المضربين.
منتهى الحماق يريدون أجورا كاملة دون ان يشتغلوا ساعة واحدة.هده أفكار الاساتدة"
مغريبب أمريكي;الخميس 14 دجنبر 2023 - 06:02;1;5000درهم زيادة مرة وحدة ياك ماكتصحاب راسك استاد فجامعة Harvard الامريكية.
غموض;الخميس 14 دجنبر 2023 - 09:24;0;ربما حتى ولو تم سحب القانون الاساسي واستجابت الحكومة لكل المطالب يستمر الاضراب لا افهم مذا تريد التنسيقيات وما معنى انه في الوقت الذي عزم المغرب اصلاح التعليم وجعله مع الصحة المشروع المستقبلي بعد مشاريع الاواراش الكبرى والنية التحتية تتم هذه الاضرابات بلا نهاية الكل يعرف ان المشروع لا يكون الا بالتدريج وليس بين عشية وضحاها الا تكون هذه الاضرابات تخدم عرقلة مشروع اصلاح منظوم التربية كما هو في الدول المتطورة الجد والعمل والابقاء عاى الكسل والغيابات الغير المبررة
père;الخميس 14 دجنبر 2023 - 10:13;0;لنسبة المعلق رقم 21الى مكادش على التعليم خرج منها بغيتو غير الساهلة
Author;Date;Reaction;Comment
أستاذ مضرب;الأربعاء 13 دجنبر 2023 - 21:04;136;"نتأسف للتلاميذ… لكن ليس بيدنا حل سنبقى في خوض الإضراب حتى يتم صلح النظام الأساسي و إعادة الكرامة للأستاذ ..
تحية نضالية"
أستاذ;الأربعاء 13 دجنبر 2023 - 21:04;-321;ماشي كلشي دير إضراب ولست مضرب عدد من الأستاذ الله يجعل بركة
مغربي;الأربعاء 13 دجنبر 2023 - 21:08;-283;في نظري هذا ليس بإضراب هذا إرهاب ، و على الدولة إعادة تخصيص أموال التعليم المرصودة لتعليم التلاميذ بشكل اخر أكثر جدية من هذا الشكل الوحشي بحيث تخصص ميزانية لكل تلميذ للدراسة بالخاص مع بيع المؤسسات أو كرائها وإعلان القطاع منتهي أو الاعتماد على التدبير المفوض
نوري;الأربعاء 13 دجنبر 2023 - 21:10;-217;بعض الاساتذة يريدون ان يلتهموا ميزانية الدولة جوعا و جشعا بلا جودة للتعليم و لا مردودية و لا يريدون التكوين المستمر يريدون ان يبقى البعض كسولا ينتظر اجرته الشهرية عالة على الدولة غير منتج و مساهم في تنمية البلاد
مغربي;الأربعاء 13 دجنبر 2023 - 21:11;-221;لن نسامحكم الى يوم القيامة الله ياخد فيكم الحق لستم اهلا لتلك المهمة
احمد عاقل;الأربعاء 13 دجنبر 2023 - 21:11;112;اتمنى ان تكونوا منورين في العمل الجاد والاجتهاد ودراسة وتعليم اولاد الشعب نريدكم ان تكونوا منورين في وظيفتكم وعملهم ليس فقط في الشوارع والاسرة وضياع الوقت
ساخط على الوضعية;الأربعاء 13 دجنبر 2023 - 21:12;181;شهرين ديال الإضراب ومكاين تا حل. كرهتونا في هذ المهنة وهذ البلاد كاع.
العربي;الأربعاء 13 دجنبر 2023 - 21:13;166;على الوزارة محاورة الممثلين الحقيقين لهيئة التدريس حتى يحدث التوافق في إيجاد الحلول.اما النقابات فهي تفكر في المنتسبين اليها اولا . وهذا ما حدث يوم العاشر دجنبر
أستاذ مضرب ضد ن.أ;الأربعاء 13 دجنبر 2023 - 21:13;-33;لا رجوع للأقسام حتى يلغى ويسحب نظام المآسي .واقرار زيادة 3000dh لهياة التدريس فقط لانه هي من ناضلت.ثم وقف وإلغاء الاقتطاعات المقبلة.والسلام
زهير;الأربعاء 13 دجنبر 2023 - 21:13;-138;يجب على الحكومة إعطاء آخر فرصة للأساتذة وان لم يستجيبوا فعل وزارة الداخلية ان تقوم بدورها
fne;الأربعاء 13 دجنبر 2023 - 21:13;145;نأمل أن تكون الـFNE في مستوى الثقة و أن تنسف لوبيات النقابات المستأجرة الأخرى إلى الأبد و تجعلها تختفي و تضمحل ….
مولاي اسماعيل;الأربعاء 13 دجنبر 2023 - 21:17;65;نحن مع الأساتذة في اضرابهم من أجل رفع قيمة التعليم العمومي ولكن الإشكالية هي ان دولة رفعت مستوى المعيشة على الطبقة المتوسطة والطبقة الساحقة اللهم انا هذا لمنكر يجب إعادة النظر هناك خلل ما ويجب تداركه ونطالب من الجهات الوصية التصدي لكل ما يحدث خلل في الدولة المغربية لانه في نظري هناك من يكيد لهذا الوطن العزيز
Basta;الأربعاء 13 دجنبر 2023 - 21:18;-79;بدل خسران الملايير على تعليم فاشل خاص إعطاء دعم للمزاليط باش يقريو ولادهم في بريفي
عبدو;الأربعاء 13 دجنبر 2023 - 21:20;22;الأمر أصبح عبثيا وعشوائيا واستفزازيا … وتلاميذ الشعب أصبحوا رهائن حقيقية في إضرابات بأهداف سياسية وليست مهنية، تحرك خيوطها بعض الأطراف والتنظيمات المتعصبة، المتطرفة تحت تسمية “التنسيقيات” الفرعية والجهوية والوطنية. كيف يمكن تفسير ظاهرة القيام بالإضراب بكل حماس بالمدرسة العمومية، والالتحاق بالمدرسة الخصوصية للعمل بكل إخلاص وحماس وشغف ؟!
Karim;الأربعاء 13 دجنبر 2023 - 21:22;65;يجب على باقي القطاعات أخد العبرة من رجال ونساء التعليم والبدء بالمطالبة بحقوقهم المشروعة أولها الزيادة في الأجور في ضل الإرتفاع الصاروخي للأسعار وعدم القبول بالفتات فكرامة الموضف المغربي فوق كل اعتبار.
Abderazak;الأربعاء 13 دجنبر 2023 - 21:22;-45;اذا استمر تعنت و استفزاز الأساتذة كن مؤكد بأن الدولة سوف تقوم باجراءات ردعية تصل إلى التوقيف و الطرد
سعدون المغربي;الأربعاء 13 دجنبر 2023 - 21:26;42;ماذا لو خرج هذا العام من التعليم ابيض فماذا عن التعليم الخصوصي هل سيلغى هو الاخر ؟
قانون الغاب;الأربعاء 13 دجنبر 2023 - 21:27;-53;جشع الاساتذة ليس له حدود على الدولة ان تتخد قرارا حاسما وجريئا ان كانت هناك زيادة يجب ان تكون في كل القطاعات والا غتولي الفتنة باقي القطاعات لن يسكتو على هذا الضلم راتب استاد في فرنسا هو سميك الفرنسي مضروب في 1.5 وفي المغرب يفوق راتب الاستاذ سميك المغربي مضروب في 2 صالير عندو علاقة بالاقتصاد ماشي نتا استاذ فالمغرب وباغي راتب استاذ فالنرويج والا سيكون ظلم لباقي القطاعات وكلا يولي يدير شرع يدييه
ikraminasse;الأربعاء 13 دجنبر 2023 - 21:30;23;"المصلحة الشخصية فوق كل اعتبار
كل يرى من زاويته وخدمة لمصالحه.
والحمد لله دائما وأبدا،ولك الله يا وطن."
مجموعة مدارس;الأربعاء 13 دجنبر 2023 - 21:33;32;إلغاء نظام المآسي اول خطوة لوقف هذا الاحتقان. والعمل على نظام جديد يحفظ كرامة كل الفءات التعليمية . خطوة الوزارة في التفاوض مع الهيئات المضربة الحقيقية التنسيقيات والجامعة الوطنية للتعليم. ستكون له نتائج في صالح الجميع وفي صالح القطاع.
مامسوقش;الأربعاء 13 دجنبر 2023 - 21:33;22;فالصورة عدد الأساتذة كتار من عدد التلاميذ.
خنساء;الأربعاء 13 دجنبر 2023 - 21:37;-22;الحل هو تفويض قطاع التعليم العمومي للتدبير العسكري بنظام الثانويات العسكرية بالقنيطرة وإفران من المستوى الابتدائي إلى المستوى الثانوي وتسريح جميع المعلمين والأساتذة بالتعليم العمومي وإلغاء التعليم كوظيفة عمومية
متقاعد;الأربعاء 13 دجنبر 2023 - 21:38;12;يطالبون بزيادة قدرها 3000 درهم شهريا وهم يتغافلون عن ان هناك مواطنين مغاربة لا يتقاضون حتى الحد الأدنى للأجر بل هنالك أرامل لا يتعدى معاشاتهن500 درهم شهريا!!! اطلب لاخيك كما تطلب لنفسك!!!
yacho;الأربعاء 13 دجنبر 2023 - 21:38;35;يبدو أن النقابات لم تعد تمثل الأساتذة لذلك يجب على الحكومة التحاور مع الممثلين الحقيقيين وهم التنسيقيات وايجاد حلول في أقرب وقت لتجاوز هذه الأزمة التي ستعصف بالموسم الدراسي
أب تلميذ;الأربعاء 13 دجنبر 2023 - 21:41;22;الله ياخد فيكم الحق. كيف ضيعتو وليدتنا
صافي عاونتو انتشار الجهل;الأربعاء 13 دجنبر 2023 - 21:45;2;حشوما حشوما حشوما على الاساتذة يعاونو على انتشار الجهل
مواطن;الأربعاء 13 دجنبر 2023 - 21:48;9;ابناء الشعب يضيعون اسحبو النظام والزيادات ورجعو للاقسام تاتفاهمو
اب لتلميذة;الأربعاء 13 دجنبر 2023 - 21:50;7;هدا ليس باضراب بل خيانة للوطن اين هي الأمانة ما دنب هاد التلاميذ فهم يحلمون ان يكونوا اساتدة دكاترة مهندسين ووووو لكم الله يا مضربيين
jazz;الأربعاء 13 دجنبر 2023 - 21:52;7;لقد اصبح التعليم في المغرب كمدرسة لتفريخ البطالة والحرارة ليس إلا ،فكيف لهم بطلب المزيد من النقود دون إعطاء اي نتيجة إيجابية تعود بالنفع على الوطن والعباد
ملاحظ بسيط;الأربعاء 13 دجنبر 2023 - 21:53;-11;عندما تنتهي المفاوضات بين الوزارة و التنسيقيات أو النقابات المرجو منهم جميعا ان يعلنوا بكل مسؤولية عن سنة دراسية بيضاء، ليتمكن التلاميذ من استدراك دروسهم التي ضاعت منهم بسبب هذا الصراع اللامسؤول بين الوزارة والأطر التربوية، اما غير ذلك فهو جريمة في حق ابناءنا الذين سيفرض عليهم نصف تكوين ونصف حصص دراسية لمواجهة الامتحانات الاشهادية والمباريات وبرامج و مقررات الدراسات المستقبلية. إنها الإعاقة التعليمية والفكرية بما للمعنى من كلمة.
عبدالكريم بوشيخي;الأربعاء 13 دجنبر 2023 - 21:55;-3;قد يكون من وراء هذا الاحتقان أهداف خفية يتزعمها بعض الرؤوس و التيارات التي اخترقت التنسيقيات عنوانها رفض أكبر زيادة في الأجور في تاريخ المغرب و خفاياها أجندات سياسية قد تشكل خطرا على استقرار الوطن أن لم تتدخل الدولة و تستعيد زمام المبادرة قبل فوات الأوان.
Saad;الأربعاء 13 دجنبر 2023 - 21:59;0;"مع الأسف الشديد، مصلحة
رجال ونساء التعليم، فوق
مصلحة الوطن والتلاميذ،
أين مصلحة البلاد اليوم عندكم
يارجال التعليم ويا نساء
التعليم.
أليس لكم ضمير،
ألا ترون أنكم تضيعون فئة
عريضة من أبناء هذا الشعب
المغلوب على أمره.
مع الأسف..
حسبنا الله ونعم الوكيل
في كل من ضيع ويضيع هذا
المواطن كيف ما كانت
مسؤوليته وفي أي مجال،
ولا سيما رجال التعليم ونساء
التعليم."
مغربي;الأربعاء 13 دجنبر 2023 - 22:00;-1;الحكومة ضعيفة جدا و هذا مافهمته النقابات التى يجب من الاول ان تكون تحث نقابة واحدة و عمل حوار وطني واحد بين الحكومة و النقابة الوحيدة الممثلة للرجال و النساء التعليم و لكن الان مع كترت نقابات و عدم تفاهمهم اصلا في المطالب و ضعف الحكومة اصبح الأمر ابتزاز واضح جدا و الضحية واحد هو تلميد .
استاذ ستبق بامريكا;الأربعاء 13 دجنبر 2023 - 22:01;8;من لم يعجبه التعليم. فارض الله واسعة. فليبحث له عن عمل اخر. انتم اخترتم التعليم. لكثرة الراحة وعدم المحاسبة على المردودية.الاستاذ في امريكا يشتغل 40 ساعة. و يراقب بشدة من طرف ممثلي الشعب.الذين ينتخبون لتسيير ميزانية مدارس المدينة. الاضراب.يساوي الاقتطاع ثم الطرد.لانه ممنوع ببعض الولايات.رغم ان أجور الأساتذة في امريكا.يساوي غاسل الصحون بالمطبخ. ويعتبر جد متوسط قياسا لاجور ومستوى عيش الامريكيين.. الين يريدون مالا اكثر. يغيرون المهنة. أما الذين يحبون التعليم.يمارسونه إلى حين تقاعدهم.
انصفو استاذة الزنزانة10;الأربعاء 13 دجنبر 2023 - 22:01;-16;نأمل ان تدافع fne عن حق اساتذة الزنزانة 10 خريجي 9 في ترقية استثنائية لجميع الافواج مع جبر الضرر مظرا لمظلومية الملف.
إلياس;الأربعاء 13 دجنبر 2023 - 22:03;-31;علينا الصمود.. ولما لا الوصول إلى 000 20 درهم شهريا مع المزيد من الامتيازات
مجيد;الأربعاء 13 دجنبر 2023 - 22:06;17;اضم صوتي الى صوت الشعب الله يأخد فيكم الحق يا رب العالمين و نلتقي في المحكمة الالاهية أن شاء الله. شردتوا أولادنا. الله غالب
مواطن;الأربعاء 13 دجنبر 2023 - 22:09;8;يجب اعادة صياغة النظام الاساسي باعتماد اجتماعات متتالية بين 13 و15 دجنبر فسيعود السادة الاساتذة الى عملهم ابتداء من يوم الاثنين
بوبكر;الأربعاء 13 دجنبر 2023 - 22:10;11;المشكل هو مشكل ثقة بالأساس، من يضمن تعديل النظام. مسألة الزيادة ليست تاريخية او فجائية، بتلك الزيادة لا زال المعلم في أدنى السلم الوظيفي مقارنة مع باقي الموظفين
تعليق;الأربعاء 13 دجنبر 2023 - 22:12;18;لماذا تترك الوزارة هذه الفجوات، لماذا لا يتم تحديد ساعات العمل بشكل واضح ثم يفتح الباب للساعات الاضافية بشكل اختياري ومؤدى عنه. وهنا لن يفسر أحد تلك الفجوات خطأ
مقبل على التقاعد;الأربعاء 13 دجنبر 2023 - 22:13;9;اكبر المتضررين من مخرجات الحوار الاخير هم المقبلون على التقاعد في السنوات الثلاث المقبلة …..اين كانت عقول النقابيين
أستاذ;الأربعاء 13 دجنبر 2023 - 22:13;15;السؤال المطروح: لماذا الزيادة المالية لملحقي والاقتصاد والمالية ومساعدي الادارة مرتفعة على الزيادة المالية الممنوحة لرجال ونساء التعليم الذين يعتبرون الارضية الصلبة لهيكل التعليم؟؟؟
احمد;الأربعاء 13 دجنبر 2023 - 22:15;2;نرجو من المسؤولين سحب هذا النظام وإتاحة المجال لأبناءنا بمواصلة مسارهم الدراسي في جو يسوده حب الخير لهذا الوطن بعيدا عن أي مزايدات مغلوطة فنساء ورجال التعليم ضحوا برواتبهم من أجل حماية المدرسة العمومية
مستاء;الأربعاء 13 دجنبر 2023 - 22:16;4;بين حوار الحكومة مع النقابات القانونية و تعنت التنسيقيات الغير القانونية ضاع مستقبل ابناءنا …الله لا يكمل عليكم ،،، ولا تنسوا يا اساتذة التعاقد ان العقد شريعة المتعاقدين
adel;الأربعاء 13 دجنبر 2023 - 22:29;6;"من الواضح ان القرارات التي تاخدها الوزارة التعليم احادية الجانب ولا تمت بصلة بالمطالب شغيلة القطاع التعليم لإيجاد حل يرضي الطرفين وهدا شئ مؤسف
ارجو ان تتراجع الوزارة عن موقفها وإيجاد حل مناسب للحفاظ علي كرامة الاستاد ومميزاته خاصتا و المدرسة العمومية عامتا وشكرا"
أستاذ;الأربعاء 13 دجنبر 2023 - 22:29;-9;مستمرون في هذا النضال السلمي حتى تحقيق جميع مطالبنا العادلة والمشروعة، ولن نتنازل عن كرامتنا، والحكوم هي المسؤولة الأولى والأخيرة عن هذا الوضع الذي أوصلتنا إليه
الموريسكي;الأربعاء 13 دجنبر 2023 - 22:38;-10;لم تكن مطالبنا مالية منذ البداية كانت مطالبنا بإلغاء النظام المشؤوم وسحبه
أب تلميذ;الأربعاء 13 دجنبر 2023 - 22:38;6;إضرابات بخلفيات سياسية خبيثة الهدف منها ضرب مصداقية المؤسسات والدولة ، يجب التعامل بحزم مع الخونة وتفعيل مسطرة الطرد في حقهم، لايمكن التسامح في هذا الشأن لأن الأمر يتعلق بسمعة ومستقبل الوطن برمته
مواطن عادي;الأربعاء 13 دجنبر 2023 - 22:41;13;10% فقط من الاساثذة يستحقون البقاء في مناصبهم التعليمية!!!
استاذ;الأربعاء 13 دجنبر 2023 - 22:47;11;"‘ملف التعليم لا يقل أهمية عن ملف الأسرة’،
وكما يقول الباحثبن في الشأن التربوي ببلادنا فان ملف التعليم يحتاج الى قرار ملكي سامي ينهي هذا الصراع ويعطي تصورا جديدا يصالح ويغير نظرة المجتمع حول التعليم الى نظرة إيجابية لرجال ونساء والتعليم والمتعملات والمتعلمين والمدرسة المغربية على العموم واعطاءهم المكانة التي يستحقونها."
تمارة;الأربعاء 13 دجنبر 2023 - 23:09;0;الرقم غير صحيح، أسكن جوار مؤسستين ( إعدادية و ثانوية) أغلب الاساتذة التحقوا خصوصا بعد عودتهم من العطلة، لمذا تضخيم الأرقام ؟ أين المصداقية؟
عتيق من صفرو;الأربعاء 13 دجنبر 2023 - 23:10;2;"على الحكومة ان تستقيل ادا أرجعت الاقتطاعات للمضربين.
تطبيق القانون والصرامة مع الدين دمروا المسار الدراسي للفقراء والاقتطاع من أجورهم واجب ديني وانساني .
السيبة والفوضى في المغرب.رغم الزيادة في الاجور الاساتدة يدمرون الفقراء.
في احد الاقسام بمدينة صفرو.البارحة الثلاثاء قبل الاضراب أدخل المعلم التلاميد وتركهم دون تدريس.
يعني ان بعضهم رغم حضوره فأنه لا يفعل شيء.منتهى العدوانية والصبيانية.
الصرامة والاقتطاع وعدم الاستجابة لأي مطلب كفيل بالحفاظ على هيبة الدولة"
hakimi;الأربعاء 13 دجنبر 2023 - 23:24;-2;إذا كانت تنسيقيات الأساتذة تفقد الثقة في ممثلي النقابات الكلاسيكيون ، فيمكن تأسيس نقابات جديدة يكون ممثلوها هم زعماء التنسيقيات الحالية للأساتذة ، و بذلك ستكون جميع البنوذ المتفق عليها بين الحكومة و النقابات مقبولة من الجميع .
حميد;الأربعاء 13 دجنبر 2023 - 23:40;1;من حق الأساتذة يدافعو على حقوقهم وأنفسهم راهم مهضومين بعض الحقوق خصوصا الجدد مع الغلاء وعدم استقرار الأسعار والضغوطات ومع هاد النضام الجديد فيه أيضا زيادة الأعباء والحكومة المسماة كفاءات الله يهديها وقراراتها خلقات غليان في جميع القطاعات
ولد حميدو;الأربعاء 13 دجنبر 2023 - 23:52;-2;هده النقابة ربما تتكلم عن منخرطيها و لو كانوا عشرة
younesbadda;الخميس 14 دجنبر 2023 - 00:53;7;بلا ماترجعو الاقسام غير بقاو دايرين الا ضراب حتي لآخر عام
عماد;الخميس 14 دجنبر 2023 - 01:08;3;لماذا لا تتحول مدارس التعليم العمومي إلى التدبير المفوض على شاكل مدارس التعليم الخصوصي مع مراقبة تغييرها و تدبيرها من مكاتب الأوديت و الإستشارة
mouhssin;الخميس 14 دجنبر 2023 - 04:16;7;هاذ شي بزاف ولادنا كايضيع، خاص الدولة تردع هاذ المتمرد ين إما الطرد أو يرجع الأقسام بالنظام الأساسي ماشي السيبة ماخاصنشي هاذي وهاذي والزيادة زادوكم كثر من خدمة لكاتخدموها القراية والو وخصكم كثر ودبا الدولة خاص التحرك وتوظف أطر بأقل ثمن وبالعقود راهوم ها بطالة مساكن وكفأت وفي المدارس كاتشوف الأستاذ كايقري على خاطر وملي كاتشوف كايقري فالخاص كايزيد السويعات كايطير وما كايتخلصشي فحال لكيتخلص الدولة هما ولادهم كايقريوهم في الخاص إذن التعليم العمومي زيرو، الطرد هو الحل الأنسب،
elhoussain;الخميس 14 دجنبر 2023 - 04:46;3;الواقع في المغرب لايبشر بخير … الغلاء الفاحش للمعيشة ، خوصصة التعليم و الصحة …الفساد . وجب التغيير لأنه رؤية ضبابية
الناصح;الخميس 14 دجنبر 2023 - 06:35;8;ننصح التلاميذ و التلميذات و أولياءهم باستغلال الوقت الضائع في حياتهم هذا في البدء في تعلم شيء ينفعهم مستقبلا يوما ما إلى أن يعود المربون إلى الأقسام. أما الدراسة فقط فلا يعول عليها في هذا الزمن
مواطن;الخميس 14 دجنبر 2023 - 07:40;8;"لا قراية لا مجي بكري.
مستوى هزيل وزايدينها بالضصارة."
